customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Actual_Churn,Predicted_Churn,Churn_Probability%,Risk_Level
8714-EUHJO,Female,0,Yes,Yes,31,Fiber optic,Month-to-month,Electronic check,91.15,2995.45,1,1,67.75159489024787,Medium Risk
1707-HABPF,Female,1,No,No,46,Fiber optic,One year,Bank transfer (automatic),91.3,4126.35,0,0,26.219012198661574,Low Risk
2860-RANUS,Female,1,No,No,20,Fiber optic,Month-to-month,Credit card (automatic),85.8,1727.5,1,1,78.5680368457081,High Risk
5150-ITWWB,Male,1,No,No,3,Fiber optic,Month-to-month,Electronic check,94.85,335.75,0,1,95.34672777605708,High Risk
4690-LLKUA,Male,1,No,No,17,DSL,Month-to-month,Electronic check,45.05,770.6,1,1,52.982678332595356,Medium Risk
5716-LIBJC,Female,0,No,Yes,13,Fiber optic,One year,Credit card (automatic),104.15,1299.1,0,1,60.844249406152606,Medium Risk
2485-ITVKB,Female,0,Yes,No,2,DSL,Month-to-month,Electronic check,35.1,68.75,1,1,89.11589503148372,High Risk
1357-MVDOZ,Male,0,Yes,Yes,11,DSL,Month-to-month,Bank transfer (automatic),59.65,683.25,0,1,60.71468223771027,Medium Risk
3926-YZVVX,Female,0,No,No,41,DSL,One year,Bank transfer (automatic),50.05,2029.05,0,0,5.37968477720772,Low Risk
0668-OGMHD,Female,0,Yes,No,21,DSL,Month-to-month,Electronic check,28.5,629.35,0,0,38.7041464593131,Low Risk
7279-BUYWN,Female,1,No,No,41,Fiber optic,Month-to-month,Electronic check,113.2,4689.5,1,1,66.53877447728227,Medium Risk
7338-ERIVA,Male,0,No,Yes,39,DSL,One year,Bank transfer (automatic),45.05,1790.6,0,0,6.064289614895769,Low Risk
8049-WJCLQ,Male,0,Yes,Yes,10,DSL,Month-to-month,Mailed check,60.2,563.5,0,1,51.77401200000858,Medium Risk
0388-EOPEX,Female,0,Yes,No,2,Fiber optic,Month-to-month,Electronic check,74.4,139.4,1,1,81.59335680866855,High Risk
3296-SILRA,Female,1,Yes,No,1,Fiber optic,Month-to-month,Mailed check,76.4,76.4,1,1,80.97664122162715,High Risk
8920-NAVAY,Male,1,No,No,62,Fiber optic,One year,Bank transfer (automatic),110.75,7053.35,0,0,41.873070028113794,Medium Risk
1834-ABKHQ,Female,0,Yes,Yes,52,DSL,One year,Bank transfer (automatic),50.95,2610.65,0,0,10.770448536934797,Low Risk
3043-TYBNO,Male,0,No,No,3,DSL,Month-to-month,Mailed check,60.65,196.9,0,1,56.65707286758127,Medium Risk
2573-GYRUU,Male,1,Yes,No,48,Fiber optic,Month-to-month,Credit card (automatic),91.05,4370.75,0,1,61.81253945352605,Medium Risk
0979-PHULV,Male,0,Yes,Yes,69,Fiber optic,Month-to-month,Credit card (automatic),99.45,7007.6,1,1,61.66800293704201,Medium Risk
4918-FYJNT,Female,1,Yes,No,55,Fiber optic,Month-to-month,Electronic check,90.45,5044.8,0,0,48.933084661292135,Medium Risk
3930-ZGWVE,Male,0,No,No,1,No,Month-to-month,Mailed check,19.75,19.75,0,0,43.72015502888325,Medium Risk
5766-ZJYBB,Male,0,No,No,1,No,Month-to-month,Mailed check,19.4,19.4,1,0,43.72015502888325,Medium Risk
0121-SNYRK,Male,0,No,No,50,DSL,One year,Mailed check,35.4,1748.9,0,0,9.746982023438617,Low Risk
3174-AKMAS,Female,0,Yes,No,46,DSL,Two year,Credit card (automatic),64.2,3009.5,0,0,3.7376130531606746,Low Risk
1212-GLHMD,Male,0,No,No,3,Fiber optic,Month-to-month,Mailed check,86.05,244.85,0,1,78.81458780660641,High Risk
6741-EGCBI,Male,1,No,No,30,Fiber optic,Month-to-month,Credit card (automatic),90.5,2595.85,0,1,65.8499977884032,Medium Risk
6248-TKCQV,Female,0,Yes,Yes,70,DSL,Two year,Bank transfer (automatic),80.6,5460.2,0,0,2.705730005913902,Low Risk
9489-JMTTN,Female,0,Yes,Yes,72,DSL,Two year,Credit card (automatic),89.75,6595.9,0,0,2.089066181788189,Low Risk
1568-LJSZU,Male,0,Yes,Yes,68,DSL,Two year,Credit card (automatic),92.2,6392.85,0,0,3.2108825813075073,Low Risk
5126-RCXYW,Male,0,Yes,Yes,54,DSL,Two year,Credit card (automatic),46.0,2424.05,0,0,5.500719329281919,Low Risk
6961-MJKBO,Male,0,No,No,47,No,Two year,Bank transfer (automatic),20.45,943.0,0,0,1.0356432078215523,Low Risk
9174-IHETN,Female,0,No,Yes,50,Fiber optic,Two year,Credit card (automatic),70.35,3533.6,0,0,11.165154238616845,Low Risk
4160-AMJTL,Female,1,No,No,8,No,Month-to-month,Electronic check,19.65,164.3,1,0,45.327320212205876,Medium Risk
2257-BOVXD,Male,0,Yes,No,14,DSL,Month-to-month,Credit card (automatic),66.6,979.5,0,1,53.9554819554657,Medium Risk
1550-LOAHA,Female,0,Yes,No,32,Fiber optic,Month-to-month,Bank transfer (automatic),84.15,2585.95,1,0,48.83645516146053,Medium Risk
1972-XMUWV,Female,0,Yes,No,65,DSL,Two year,Credit card (automatic),59.8,3808.2,0,0,3.9638896815871285,Low Risk
2088-IEBAU,Female,0,No,No,68,DSL,Two year,Electronic check,88.15,6148.45,0,0,6.273064458896176,Low Risk
0825-CPPQH,Female,0,Yes,No,71,No,Two year,Credit card (automatic),19.1,1372.45,0,0,0.661590051261579,Low Risk
2070-FNEXE,Female,1,No,No,7,Fiber optic,Month-to-month,Bank transfer (automatic),76.45,503.6,1,1,64.45498249771966,Medium Risk
1731-TVIUK,Female,0,No,No,4,Fiber optic,Month-to-month,Electronic check,93.5,362.2,1,1,87.16572621086944,High Risk
1697-NVVGY,Male,1,Yes,No,19,DSL,Month-to-month,Bank transfer (automatic),66.4,1286.05,0,0,30.213020471152653,Low Risk
6754-WKSHP,Male,0,No,Yes,30,No,One year,Bank transfer (automatic),25.35,723.3,0,0,5.90975785514682,Low Risk
7036-ZZKBD,Male,0,Yes,No,31,DSL,Month-to-month,Credit card (automatic),66.4,2019.8,0,0,34.026938588654026,Low Risk
2203-GHNWN,Female,0,Yes,No,24,Fiber optic,Month-to-month,Mailed check,79.65,1928.7,0,1,66.0511112661399,Medium Risk
8722-PRFDV,Female,0,Yes,Yes,71,DSL,Two year,Credit card (automatic),77.55,5574.35,0,0,2.254692709275508,Low Risk
7527-QNRUS,Male,0,Yes,Yes,17,No,Two year,Mailed check,25.15,412.6,0,0,5.355616561432195,Low Risk
7861-UVUFT,Female,0,Yes,No,15,Fiber optic,Month-to-month,Electronic check,84.3,1308.4,1,1,79.80463992517653,High Risk
3563-SVYLG,Male,0,Yes,Yes,68,DSL,Two year,Credit card (automatic),62.65,4375.8,0,0,0.7845003744240193,Low Risk
0431-APWVY,Female,0,Yes,Yes,28,Fiber optic,One year,Bank transfer (automatic),90.1,2598.95,1,0,44.222282222434835,Medium Risk
1656-DRSMG,Female,0,No,No,63,Fiber optic,Month-to-month,Credit card (automatic),109.85,7002.95,0,1,61.75836852941073,Medium Risk
2027-FECZV,Male,0,No,No,12,Fiber optic,Month-to-month,Electronic check,106.7,1253.9,1,1,91.41581243897025,High Risk
6857-TKDJV,Male,0,Yes,Yes,67,No,Two year,Bank transfer (automatic),24.65,1620.45,0,0,0.8431581219191742,Low Risk
0841-NULXI,Male,0,No,No,1,DSL,Month-to-month,Electronic check,35.55,35.55,1,1,90.00460733047017,High Risk
3891-PUQOD,Female,0,No,Yes,1,DSL,Month-to-month,Electronic check,59.2,59.2,1,1,71.70413246872121,High Risk
1229-RCALF,Female,0,Yes,No,64,Fiber optic,One year,Electronic check,115.0,7396.15,0,0,34.29461304993791,Low Risk
2122-SZZZD,Male,0,No,No,44,No,One year,Credit card (automatic),19.5,835.5,0,0,2.983260179202759,Low Risk
2386-LAHRK,Male,0,No,No,1,DSL,Month-to-month,Mailed check,53.5,53.5,1,1,77.06388841216717,High Risk
9112-WSNPU,Female,1,No,No,35,Fiber optic,Month-to-month,Electronic check,70.55,2419.0,0,1,52.95584318223576,Medium Risk
9127-FHJBZ,Male,0,Yes,Yes,72,Fiber optic,Two year,Electronic check,114.0,8093.15,0,0,11.164327036501344,Low Risk
5301-GAUUY,Male,0,No,No,32,Fiber optic,Month-to-month,Bank transfer (automatic),80.35,2596.15,1,1,60.15944469298835,Medium Risk
2139-FQHLM,Male,0,No,No,19,Fiber optic,Month-to-month,Mailed check,89.95,1682.4,0,1,51.07523997765132,Medium Risk
8325-QRPZR,Female,0,No,No,7,Fiber optic,Month-to-month,Electronic check,75.15,525.0,0,1,86.22771073826671,High Risk
5129-JLPIS,Male,0,No,No,25,Fiber optic,Month-to-month,Electronic check,105.5,2686.05,0,1,65.41939371139077,Medium Risk
3796-ENZGF,Male,0,Yes,No,63,DSL,Two year,Mailed check,67.25,4234.15,0,0,3.863624410446867,Low Risk
6769-DYBQN,Male,1,No,No,46,Fiber optic,Month-to-month,Electronic check,85.0,3969.4,1,0,39.240412517803684,Low Risk
5312-TSZVC,Female,0,No,Yes,15,No,One year,Mailed check,19.65,270.6,0,0,6.280948736853562,Low Risk
1205-WNWPJ,Female,0,No,No,7,DSL,Month-to-month,Mailed check,59.5,415.95,1,1,59.97766596529471,Medium Risk
6328-ZPBGN,Female,1,No,No,11,Fiber optic,Month-to-month,Bank transfer (automatic),95.15,997.65,1,1,90.49321717035703,High Risk
3392-EHMNK,Female,0,Yes,Yes,67,Fiber optic,Two year,Credit card (automatic),94.1,6302.8,0,0,7.054454467559966,Low Risk
9224-VTYID,Male,0,Yes,Yes,47,DSL,Two year,Mailed check,90.5,4318.35,0,0,3.01215979750702,Low Risk
2843-CQMEG,Male,0,No,No,24,DSL,Month-to-month,Mailed check,49.7,1218.25,0,0,29.10642895452076,Low Risk
4701-AHWMW,Male,0,Yes,No,55,DSL,Month-to-month,Bank transfer (automatic),54.55,2978.3,1,0,44.10009452175278,Medium Risk
1894-IGFSG,Female,0,No,No,22,Fiber optic,Month-to-month,Electronic check,89.25,1907.85,1,1,72.86022643945779,High Risk
0665-XHDJU,Male,0,Yes,No,72,Fiber optic,Two year,Electronic check,99.4,7285.7,0,0,28.040853556917178,Low Risk
6174-NRBTZ,Male,0,No,No,46,DSL,One year,Bank transfer (automatic),30.75,1489.3,0,0,8.642461828847308,Low Risk
7067-KSAZT,Female,1,Yes,No,65,Fiber optic,One year,Electronic check,106.25,6979.8,1,1,56.13170620405561,Medium Risk
1140-UKVZG,Female,0,No,No,17,No,Month-to-month,Mailed check,24.8,475.25,0,0,23.325030538716835,Low Risk
4248-QPAVC,Female,1,Yes,No,17,Fiber optic,Month-to-month,Bank transfer (automatic),85.35,1463.45,1,1,63.36572716265384,Medium Risk
6698-OXETB,Male,0,No,No,11,No,Two year,Mailed check,20.4,231.45,0,0,7.798868720472544,Low Risk
5574-NXZIU,Male,0,No,No,63,Fiber optic,Two year,Credit card (automatic),109.2,7049.75,0,0,8.566965037392793,Low Risk
0959-WHOKV,Male,0,No,No,42,Fiber optic,One year,Electronic check,99.0,4298.45,0,0,37.31294170626166,Low Risk
2458-EOMRE,Female,0,No,No,11,DSL,Month-to-month,Bank transfer (automatic),64.05,733.95,0,0,48.24179765978607,Medium Risk
9933-QRGTX,Female,0,Yes,No,60,Fiber optic,Two year,Electronic check,97.2,5611.75,0,0,15.48306109262357,Low Risk
0690-SRQID,Male,0,No,No,4,No,Month-to-month,Mailed check,19.65,67.55,0,0,47.833822085819584,Medium Risk
1150-WFARN,Female,0,Yes,Yes,67,Fiber optic,Two year,Credit card (automatic),108.75,7156.2,1,0,11.866421023911359,Low Risk
0363-QJVFX,Male,0,No,No,32,Fiber optic,Month-to-month,Credit card (automatic),108.15,3432.9,1,1,56.70296471859181,Medium Risk
0744-GKNGE,Female,0,Yes,Yes,64,Fiber optic,Month-to-month,Bank transfer (automatic),86.8,5327.25,0,0,20.999685180069207,Low Risk
6685-GBWJZ,Male,0,Yes,No,63,DSL,One year,Credit card (automatic),70.8,4448.8,0,0,3.4646398700153354,Low Risk
5133-VRSAB,Male,0,No,No,8,DSL,Month-to-month,Mailed check,29.35,216.45,0,1,56.8239917768251,Medium Risk
5702-KVQRD,Male,0,Yes,No,71,DSL,Two year,Electronic check,82.55,5832.65,0,0,3.9094168550596207,Low Risk
5057-RKGLH,Female,0,Yes,Yes,9,No,Two year,Mailed check,20.35,191.1,0,0,5.975642463363702,Low Risk
9378-FXTIZ,Female,0,Yes,No,54,DSL,One year,Credit card (automatic),70.15,3715.65,1,0,32.277072576344935,Low Risk
6710-HSJRD,Male,0,Yes,No,61,Fiber optic,Month-to-month,Electronic check,114.1,7132.15,0,1,68.3373651625018,Medium Risk
1074-WVEVG,Female,0,Yes,No,59,No,One year,Mailed check,20.35,1267.0,0,0,2.420582179572803,Low Risk
0678-RLHVP,Female,0,No,No,53,Fiber optic,Two year,Electronic check,105.55,5682.25,0,0,38.697283402938325,Low Risk
1820-TQVEV,Male,0,No,No,1,Fiber optic,Month-to-month,Electronic check,69.55,69.55,1,1,89.96706246625278,High Risk
1635-FJFCC,Female,0,No,No,5,DSL,Month-to-month,Credit card (automatic),44.05,202.15,0,1,69.29228100436006,Medium Risk
0123-CRBRT,Female,0,Yes,Yes,61,DSL,Two year,Mailed check,88.1,5526.75,0,0,2.8594705191757352,Low Risk
4905-JEFDW,Male,0,No,No,11,DSL,One year,Electronic check,41.6,470.6,1,1,70.30721153426725,High Risk
7401-JIXNM,Female,0,Yes,Yes,54,DSL,Two year,Credit card (automatic),91.3,4965.0,0,0,3.9212757603517994,Low Risk
8990-YOZLV,Female,0,No,No,69,DSL,Two year,Mailed check,66.9,4577.9,0,0,1.638040223850478,Low Risk
1092-GANHU,Male,0,No,No,17,Fiber optic,Month-to-month,Electronic check,76.65,1313.55,1,1,72.43381469565107,High Risk
5207-PLSTK,Male,0,Yes,Yes,1,DSL,Month-to-month,Mailed check,48.75,48.75,0,1,50.93469961055518,Medium Risk
2144-BFDSO,Female,1,Yes,No,50,Fiber optic,Month-to-month,Bank transfer (automatic),108.75,5431.9,0,1,62.75756975913569,Medium Risk
9624-EGDEQ,Female,0,No,No,37,No,Two year,Mailed check,19.8,813.3,0,0,1.7533702511724476,Low Risk
7157-SMCFK,Male,0,No,Yes,61,No,Two year,Mailed check,19.75,1124.2,0,0,0.7243858368130326,Low Risk
4174-LPGTI,Female,0,Yes,Yes,41,DSL,One year,Bank transfer (automatic),66.5,2728.6,1,0,6.120642922170075,Low Risk
9391-DXGGG,Female,1,No,No,44,Fiber optic,One year,Credit card (automatic),89.15,3990.75,0,0,25.419994111206666,Low Risk
8807-ARQET,Female,0,No,No,41,DSL,Month-to-month,Electronic check,40.35,1677.85,0,0,44.21812770512468,Medium Risk
9644-KVCNC,Female,0,No,No,66,Fiber optic,One year,Bank transfer (automatic),92.15,6056.9,0,0,37.41022409624639,Low Risk
5736-YEJAX,Male,0,No,Yes,69,DSL,Two year,Credit card (automatic),79.45,5502.55,0,0,2.194188773951098,Low Risk
0023-UYUPN,Female,1,Yes,No,50,No,One year,Electronic check,25.2,1306.3,0,0,9.272703357746188,Low Risk
1915-OAKWD,Female,0,No,Yes,16,No,One year,Bank transfer (automatic),19.3,360.35,0,0,8.53781444308043,Low Risk
8033-VCZGH,Male,0,Yes,No,50,Fiber optic,One year,Electronic check,103.95,5231.3,0,1,62.68611785772833,Medium Risk
1436-ZMJAN,Female,0,Yes,No,10,DSL,Month-to-month,Credit card (automatic),67.8,653.15,0,1,77.85861659555039,High Risk
9507-EXLTT,Female,0,Yes,No,1,Fiber optic,Month-to-month,Bank transfer (automatic),79.35,79.35,1,1,87.7670442591217,High Risk
3966-HRMZA,Female,1,No,No,3,Fiber optic,Month-to-month,Mailed check,75.05,202.9,0,1,79.24300227722799,High Risk
9586-JGQKH,Female,0,Yes,No,64,Fiber optic,Two year,Bank transfer (automatic),105.4,6794.75,0,0,18.8845449087595,Low Risk
9453-PATOS,Female,0,Yes,No,72,DSL,Two year,Mailed check,85.1,6155.4,0,0,1.5678956698257818,Low Risk
8261-GWDBQ,Female,1,Yes,No,60,Fiber optic,Two year,Bank transfer (automatic),116.05,6925.9,0,0,16.55457048906826,Low Risk
4813-HQMGZ,Female,0,Yes,No,8,Fiber optic,Month-to-month,Electronic check,90.25,743.75,0,1,87.15596977264342,High Risk
2883-ILGWO,Male,1,No,No,57,Fiber optic,Month-to-month,Bank transfer (automatic),104.9,5913.95,0,1,63.629148333971095,Medium Risk
5949-HGVJL,Female,0,Yes,No,26,DSL,Month-to-month,Electronic check,73.05,1959.5,0,0,46.234288252262104,Medium Risk
6754-LZUKA,Male,0,Yes,No,61,DSL,Two year,Bank transfer (automatic),80.9,4932.5,0,0,9.21976430383067,Low Risk
6198-ZFIOJ,Female,0,No,No,5,Fiber optic,Month-to-month,Electronic check,75.6,402.5,0,1,87.31231853527838,High Risk
7409-KIUTL,Female,1,No,Yes,1,Fiber optic,Month-to-month,Electronic check,71.0,71.0,1,1,85.085809514309,High Risk
4323-SADQS,Male,0,Yes,Yes,7,DSL,Month-to-month,Electronic check,34.5,279.25,1,1,56.267500927460205,Medium Risk
2068-WWXQZ,Male,0,No,No,46,No,Two year,Bank transfer (automatic),20.05,902.0,0,0,1.0896795627019518,Low Risk
1936-UAFEH,Female,0,No,No,68,Fiber optic,Two year,Credit card (automatic),110.25,7279.35,0,0,8.799357725386642,Low Risk
5236-PERKL,Female,0,No,No,57,Fiber optic,Two year,Bank transfer (automatic),112.95,6465.0,1,0,24.013917286248276,Low Risk
8189-HBVRW,Female,0,No,No,53,Fiber optic,Month-to-month,Electronic check,90.8,4921.2,0,0,48.33391505027138,Medium Risk
1370-GGAWX,Female,0,No,No,46,Fiber optic,One year,Electronic check,94.15,4408.45,0,0,44.09675461278116,Medium Risk
1200-TUZHR,Female,1,No,No,8,Fiber optic,Month-to-month,Electronic check,85.2,695.75,0,1,89.71685043456979,High Risk
4851-BQDNX,Male,0,Yes,Yes,40,Fiber optic,One year,Electronic check,85.05,3355.65,0,0,35.71420340861401,Low Risk
8319-QBEHW,Male,0,No,Yes,26,DSL,One year,Bank transfer (automatic),39.95,1023.75,0,0,27.065009290819276,Low Risk
4250-WAROZ,Male,1,Yes,Yes,60,Fiber optic,Month-to-month,Electronic check,93.25,5774.55,0,1,51.06285709606243,Medium Risk
7072-MBHEV,Female,1,Yes,Yes,11,Fiber optic,Month-to-month,Credit card (automatic),78.1,864.85,0,1,82.44489963876096,High Risk
8245-UMPYT,Female,1,No,No,16,Fiber optic,Month-to-month,Electronic check,96.4,1581.2,1,1,87.91473602230275,High Risk
9522-BNTHX,Female,1,No,No,34,DSL,Month-to-month,Electronic check,56.25,1765.95,0,1,64.15915156586145,Medium Risk
9646-NMHXE,Male,0,Yes,No,47,No,Two year,Mailed check,19.65,973.1,0,0,1.0168765720260093,Low Risk
1062-LHZOD,Male,0,Yes,Yes,1,Fiber optic,Month-to-month,Mailed check,69.9,69.9,1,1,80.48629122664882,High Risk
1035-IPQPU,Female,1,Yes,No,63,Fiber optic,Month-to-month,Electronic check,103.5,6479.4,0,1,76.6961273805224,High Risk
8024-XNAFQ,Female,1,No,No,72,Fiber optic,Two year,Bank transfer (automatic),107.4,7748.75,0,0,7.897338575967389,Low Risk
7205-BAIAD,Female,0,No,No,40,No,Two year,Bank transfer (automatic),20.6,827.3,0,0,2.069820317938538,Low Risk
8083-YTZES,Male,0,No,No,4,Fiber optic,Month-to-month,Electronic check,74.35,265.35,1,1,91.29732213809545,High Risk
4919-IKATY,Male,0,Yes,Yes,5,Fiber optic,Month-to-month,Electronic check,84.5,453.75,1,1,81.53416823457162,High Risk
8975-SKGRX,Male,0,Yes,No,71,Fiber optic,Two year,Bank transfer (automatic),116.1,8310.55,0,0,11.531784678571949,Low Risk
4029-HPFVY,Male,0,No,No,3,Fiber optic,Month-to-month,Mailed check,70.3,220.4,0,1,82.92374524275797,High Risk
3519-ZKXGG,Female,0,Yes,No,3,Fiber optic,Month-to-month,Electronic check,75.85,256.6,1,1,91.21090437944498,High Risk
5214-CHIWJ,Male,0,No,No,27,No,One year,Mailed check,20.3,595.05,0,0,6.396204477413015,Low Risk
0936-NQLJU,Female,0,Yes,No,41,No,Two year,Credit card (automatic),20.65,875.55,0,0,1.55073665199588,Low Risk
8873-GLDMH,Female,0,No,No,6,Fiber optic,Month-to-month,Mailed check,73.85,401.3,0,1,86.42364034970907,High Risk
7952-OBOYL,Male,0,No,No,3,Fiber optic,Month-to-month,Mailed check,89.85,244.45,0,1,81.34808257154378,High Risk
5334-JLAXU,Female,0,Yes,No,60,Fiber optic,Month-to-month,Credit card (automatic),94.1,5475.9,0,0,48.56554682169364,Medium Risk
7529-ZDFXI,Male,1,Yes,No,57,Fiber optic,Month-to-month,Electronic check,89.85,4925.35,0,1,71.92196501825585,High Risk
4735-ASGMA,Male,0,No,No,26,Fiber optic,Month-to-month,Electronic check,98.35,2515.3,1,1,87.84119545314665,High Risk
2338-BQEZT,Female,0,No,No,55,DSL,Month-to-month,Credit card (automatic),50.55,2832.75,0,0,18.206257923454437,Low Risk
1493-AMTIE,Male,0,No,No,1,No,Month-to-month,Bank transfer (automatic),20.2,20.2,1,1,52.33681966832112,Medium Risk
2676-SSLTO,Male,0,No,No,49,DSL,Two year,Bank transfer (automatic),66.15,3199.0,0,0,11.050955305226031,Low Risk
5876-HZVZM,Female,0,Yes,Yes,6,DSL,Month-to-month,Credit card (automatic),55.9,365.35,1,0,33.21835324399077,Low Risk
8375-DKEBR,Female,1,No,No,1,Fiber optic,Month-to-month,Electronic check,69.6,69.6,1,1,90.38564867465065,High Risk
7776-QGYJC,Female,0,Yes,Yes,39,Fiber optic,Month-to-month,Bank transfer (automatic),81.5,3107.3,0,0,28.867438906015103,Low Risk
2866-IKBTM,Female,0,No,No,1,No,Month-to-month,Mailed check,19.55,19.55,0,0,43.03942471170334,Medium Risk
0214-JHPFW,Female,0,Yes,No,70,DSL,Two year,Bank transfer (automatic),57.8,4039.3,0,0,4.354387462422938,Low Risk
3334-CTHOL,Female,0,No,No,1,DSL,Month-to-month,Bank transfer (automatic),49.95,49.95,1,1,78.63395003966157,High Risk
7470-MCQTK,Female,0,Yes,No,13,DSL,Month-to-month,Bank transfer (automatic),48.75,633.4,1,1,75.77740303571802,High Risk
0016-QLJIS,Female,0,Yes,Yes,65,DSL,Two year,Mailed check,90.45,5957.9,0,0,3.1273678837280583,Low Risk
5956-YHHRX,Male,1,No,No,21,Fiber optic,Month-to-month,Electronic check,104.35,2271.85,0,1,84.9695593165398,High Risk
3933-DQPWX,Female,0,No,No,50,DSL,Two year,Credit card (automatic),39.7,1932.75,0,0,5.627328369643314,Low Risk
7750-EYXWZ,Female,0,No,No,12,DSL,One year,Electronic check,60.65,743.3,0,1,52.67703146568885,Medium Risk
9040-KZVWO,Male,0,No,No,26,Fiber optic,One year,Bank transfer (automatic),75.5,2018.1,0,0,28.52970153079466,Low Risk
3677-IYRBF,Female,1,No,No,2,DSL,Month-to-month,Electronic check,30.4,78.65,1,1,87.49885273794482,High Risk
4501-UYKBC,Female,1,No,No,46,DSL,One year,Credit card (automatic),69.1,3255.35,0,0,16.103006124317304,Low Risk
0345-XMMUG,Female,0,Yes,No,46,Fiber optic,Two year,Credit card (automatic),108.9,4854.3,0,0,20.17629564285084,Low Risk
0310-MVLET,Female,0,Yes,Yes,61,Fiber optic,Month-to-month,Electronic check,99.15,6010.05,1,1,66.94575133276153,Medium Risk
4521-YEEHE,Female,0,Yes,No,18,Fiber optic,Month-to-month,Electronic check,88.85,1594.75,0,1,75.90834896559673,High Risk
6429-SHBCB,Male,0,No,No,19,DSL,Month-to-month,Mailed check,69.6,1394.55,0,1,57.05619576105789,Medium Risk
9283-LZQOH,Male,0,Yes,Yes,13,Fiber optic,Month-to-month,Credit card (automatic),74.4,896.75,1,1,70.58096435558298,High Risk
3372-CDXFJ,Male,0,Yes,Yes,13,No,One year,Bank transfer (automatic),24.5,343.6,0,0,10.617858460102143,Low Risk
7075-BNDVQ,Female,0,No,No,4,DSL,Month-to-month,Mailed check,35.0,135.75,0,1,62.11194567257935,Medium Risk
4056-QHXHZ,Female,0,Yes,Yes,72,Fiber optic,Two year,Mailed check,107.45,7576.7,0,0,6.4799074005651685,Low Risk
5351-QESIO,Male,0,No,Yes,1,DSL,Month-to-month,Mailed check,24.2,24.2,0,1,69.52728301045623,Medium Risk
3374-LXDEV,Female,0,No,No,13,Fiber optic,Month-to-month,Electronic check,89.4,1132.35,1,1,63.39882144102516,Medium Risk
1087-UDSIH,Female,0,No,No,3,No,Month-to-month,Mailed check,19.6,59.75,1,0,48.595364288987646,Medium Risk
3916-NRPAP,Male,0,No,No,3,Fiber optic,Month-to-month,Credit card (automatic),85.7,256.75,0,1,84.91447987271724,High Risk
6969-MVBAI,Female,1,No,No,9,Fiber optic,Month-to-month,Electronic check,90.1,816.8,0,1,92.24000335093712,High Risk
6319-IEJWJ,Male,0,Yes,Yes,20,Fiber optic,Month-to-month,Electronic check,90.2,1776.55,1,1,73.26229075255007,High Risk
7912-SYRQT,Female,0,No,No,7,Fiber optic,Month-to-month,Bank transfer (automatic),75.1,552.95,1,1,85.88494828233372,High Risk
5539-TMZLF,Male,1,No,No,1,Fiber optic,Month-to-month,Electronic check,69.75,69.75,1,1,90.62381555282417,High Risk
2985-FMWYF,Female,0,No,No,23,Fiber optic,Month-to-month,Electronic check,93.5,2341.55,0,1,84.90978025750674,High Risk
9359-JANWS,Female,0,Yes,No,65,DSL,Two year,Credit card (automatic),58.9,3857.1,0,0,1.4222599543269245,Low Risk
3620-EHIMZ,Female,0,Yes,Yes,52,No,Two year,Mailed check,19.35,1031.7,0,0,1.1626676307028494,Low Risk
4026-SKKHW,Male,0,No,No,3,DSL,Month-to-month,Mailed check,50.25,152.3,0,1,57.75826103794044,Medium Risk
8622-ZLFKO,Female,0,Yes,No,6,Fiber optic,Month-to-month,Electronic check,90.75,512.25,0,1,90.26800742385626,High Risk
3496-LFSZU,Male,0,Yes,No,4,Fiber optic,Month-to-month,Electronic check,70.5,294.2,0,1,83.10025219315806,High Risk
7398-LXGYX,Male,0,Yes,No,44,Fiber optic,Month-to-month,Credit card (automatic),84.8,3626.35,0,0,44.46573197208741,Medium Risk
3452-ABWRL,Male,1,No,No,47,Fiber optic,Month-to-month,Credit card (automatic),86.05,3865.6,0,1,60.72172506328026,Medium Risk
7351-MHQVU,Female,0,No,No,6,DSL,Month-to-month,Credit card (automatic),50.95,307.6,0,1,52.62051614505433,Medium Risk
4060-LDNLU,Male,0,No,No,7,Fiber optic,Month-to-month,Electronic check,96.2,639.7,0,1,91.52215071317433,High Risk
4648-YPBTM,Male,0,No,No,53,DSL,Two year,Bank transfer (automatic),73.9,3958.25,0,0,8.691747396575982,Low Risk
8660-BUETV,Female,0,No,No,3,DSL,Month-to-month,Mailed check,44.75,148.05,0,1,60.920193082017526,Medium Risk
1345-GKDZZ,Male,0,No,Yes,6,No,Month-to-month,Mailed check,19.55,128.6,0,0,29.220935286118134,Low Risk
4112-LUEIZ,Male,0,No,No,10,Fiber optic,Month-to-month,Electronic check,89.5,863.1,1,1,90.77831162022751,High Risk
5419-KLXBN,Female,0,Yes,Yes,25,Fiber optic,Month-to-month,Bank transfer (automatic),89.15,2257.75,1,1,58.24354327336072,Medium Risk
6233-HXJMX,Female,0,No,No,45,Fiber optic,Month-to-month,Credit card (automatic),89.3,4192.15,0,1,65.2213761264058,Medium Risk
7398-SKNQZ,Female,0,Yes,No,3,Fiber optic,Month-to-month,Electronic check,94.9,273.2,0,1,92.78828513320231,High Risk
5712-PTIWW,Male,0,No,No,2,Fiber optic,Month-to-month,Electronic check,79.85,152.45,1,1,83.79209593872277,High Risk
